"Type;""Id"";""FirstName"";""LastName"";""City"";""Country"";""Phone"";""OrderDate"";""TotalAmount"";""OrderNumber"";""UnitPrice"";""Quantity"";""ProductName"";""Package"";""IsDiscontinued""",,,
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""20/02/2017"";""3127"";""542428"";15","2;40;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""17/01/2017"";""724","5"";""542394"";15","2;35;""Chang"";""24 - 12 oz bottles"";0",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""11/01/2017"";""2018","6"";""542388"";15","2;50;""Chang"";""24 - 12 oz bottles"";0",
"Customer;68;""Michael"";""Holz"";""GenÃ¨ve"";""Switzerland"";""0897-034214"";""08/01/2017"";""2490","5"";""542385"";15","2;20;""Chang"";""24 - 12 oz bottles"";0",
"Customer;83;""Palle"";""Ibsen"";""Ã…rhus"";""Denmark"";""86 21 32 43"";""10/12/2017"";""812","5"";""542721"";10;14;""Aniseed Syrup"";""12 - 550 ml bottles"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""20/10/2017"";""10191","7"";""542670"";10;60;""Aniseed Syrup"";""12 - 550 ml bottles"";0",,
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""26/08/2017"";""1760"";""542615"";8;20;""Aniseed Syrup"";""12 - 550 ml bottles"";0",,,
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""07/06/2017"";""400"";""542535"";8;50;""Aniseed Syrup"";""12 - 550 ml bottles"";0",,,
"Customer;11;""Victoria"";""Ashworth"";""London"";""UK"";""(171) 555-1212"";""11/02/2017"";""479","4"";""542419"";8;30;""Aniseed Syrup"";""12 - 550 ml bottles"";0",,
"Customer;5;""Christina"";""Berglund"";""LuleÃ¥"";""Sweden"";""0921-12 34 65"";""11/02/2018"";""668","7"";""542784"";22;12;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;87;""Pirkko"";""Koskitalo"";""Oulu"";""Finland"";""981-443655)"";""24/01/2018"";""629","5"";""542766"";22;25;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;49;""Giovanni"";""Rovelli"";""Bergamo"";""Italy"";""035-640230"";""23/01/2018"";""1380","25"";""542765"";22;10;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;81;""Anabela"";""Domingues"";""Sao Paulo"";""Brazil"";""(11) 555-2167"";""25/12/2017"";""1413"";""542736"";22;20;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""13/10/2017"";""2295","2"";""542663"";22;50;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""07/10/2017"";""1670"";""542657"";22;50;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,,
"Customer;9;""Laurence"";""Lebihan"";""Marseille"";""France"";""91.24.45.40"";""21/09/2017"";""3000"";""542641"";22;50;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,,
"Customer;28;""Lino"";""Rodriguez"";""Lisboa"";""Portugal"";""(1) 354-2534"";""05/08/2017"";""1848"";""542594"";17","6;16;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;89;""Karl"";""Jablonski"";""Seattle"";""USA"";""(206) 555-4112"";""07/04/2017"";""2856"";""542474"";17","6;35;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;51;""Jean"";""FresniÃ¨re"";""MontrÃ©al"";""Canada"";""(514) 555-8054"";""02/04/2017"";""3463","2"";""542469"";17","6;10;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",
"Customer;60;""Isabel"";""de Castro"";""Lisboa"";""Portugal"";""(1) 356-5634"";""30/03/2017"";""316","8"";""542466"";17","6;18;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",
"Customer;8;""MartÃ­n"";""Sommer"";""Madrid"";""Spain"";""(91) 555 22 82)"";""20/03/2017"";""982"";""542456"";17","6;24;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""03/03/2017"";""1762"";""542439"";17","6;20;""Chef Anton's Cajun Seasoning"";""48 - 6 oz jars"";0",,
"Customer;49;""Giovanni"";""Rovelli"";""Bergamo"";""Italy"";""035-640230"";""23/01/2018"";""1380","25"";""542765"";21","35;15;""Chef Anton's Gumbo Mix"";""36 boxes"";1",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""15/05/2017"";""2900"";""542512"";17;32;""Chef Anton's Gumbo Mix"";""36 boxes"";1",,,
"Customer;15;""Pedro"";""Afonso"";""Sao Paulo"";""Brazil"";""(11) 555-7647"";""12/02/2017"";""2169"";""542420"";17;20;""Chef Anton's Gumbo Mix"";""36 boxes"";1",,,
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""15/01/2017"";""624","8"";""542392"";17;12;""Chef Anton's Gumbo Mix"";""36 boxes"";1",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""11/01/2017"";""2018","6"";""542388"";17;65;""Chef Anton's Gumbo Mix"";""36 boxes"";1",,
"Customer;51;""Jean"";""FresniÃ¨re"";""MontrÃ©al"";""Canada"";""(514) 555-8054"";""06/01/2018"";""2697","5"";""542748"";25;70;""Grandma's Boysenberry Spread"";""12 - 8 oz jars"";0",,
"Customer;39;""Philip"";""Cramer"";""Brandenburg"";""Germany"";""0555-09876"";""19/03/2017"";""1497"";""542455"";20;6;""Grandma's Boysenberry Spread"";""12 - 8 oz jars"";0",,,
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""03/03/2017"";""1762"";""542439"";20;30;""Grandma's Boysenberry Spread"";""12 - 8 oz jars"";0",,,
"Customer;23;""Martine"";""RancÃ©"";""Lille"";""France"";""20.16.10.16"";""22/01/2018"";""4985","5"";""542764"";30;35;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""26/12/2017"";""6475","4"";""542737"";30;45;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,
"Customer;83;""Palle"";""Ibsen"";""Ã…rhus"";""Denmark"";""86 21 32 43"";""10/12/2017"";""812","5"";""542721"";30;10;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""26/10/2017"";""2812"";""542676"";30;10;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,,
"Customer;9;""Laurence"";""Lebihan"";""Marseille"";""France"";""91.24.45.40"";""21/09/2017"";""3000"";""542641"";30;50;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,,
"Customer;11;""Victoria"";""Ashworth"";""London"";""UK"";""(171) 555-1212"";""12/08/2017"";""1328"";""542601"";24;30;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""31/07/2017"";""1688"";""542589"";24;16;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,,
"Customer;75;""Art"";""Braunschweiger"";""Lander"";""USA"";""(307) 555-4680"";""18/05/2017"";""864"";""542515"";24;10;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,,
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""15/01/2017"";""624","8"";""542392"";24;15;""Uncle Bob's Organic Dried Pears"";""12 - 1 lb pkgs"";0",,
"Customer;44;""Renate"";""Messner"";""Frankfurt a.M."";""Germany"";""069-0245984"";""02/10/2017"";""2657","8"";""542652"";40;24;""Northwoods Cranberry Sauce"";""12 - 12 oz jars"";0",,
"Customer;9;""Laurence"";""Lebihan"";""Marseille"";""France"";""91.24.45.40"";""21/09/2017"";""3000"";""542641"";40;10;""Northwoods Cranberry Sauce"";""12 - 12 oz jars"";0",,,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""08/04/2017"";""2924","8"";""542475"";32;70;""Northwoods Cranberry Sauce"";""12 - 12 oz jars"";0",,
"Customer;89;""Karl"";""Jablonski"";""Seattle"";""USA"";""(206) 555-4112"";""07/04/2017"";""2856"";""542474"";32;70;""Northwoods Cranberry Sauce"";""12 - 12 oz jars"";0",,,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""25/09/2017"";""10588","5"";""542645"";97;16;""Mishi Kobe Niku"";""18 - 500 g pkgs"";1",,
"Customer;88;""Paula"";""Parente"";""Resende"";""Brazil"";""(14) 555-8122"";""22/06/2017"";""1897","6"";""542550"";77","6;20;""Mishi Kobe Niku"";""18 - 500 g pkgs"";1",
"Customer;28;""Lino"";""Rodriguez"";""Lisboa"";""Portugal"";""(1) 354-2534"";""21/02/2018"";""1515","75"";""542794"";31;24;""Ikura"";""12 - 200 ml jars"";0",,
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""03/02/2018"";""1928"";""542776"";31;18;""Ikura"";""12 - 200 ml jars"";0",,,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""31/12/2017"";""6375"";""542742"";31;70;""Ikura"";""12 - 200 ml jars"";0",,,
"Customer;18;""Janine"";""Labrune"";""Nantes"";""France"";""40.67.88.88"";""28/12/2017"";""424"";""542739"";31;10;""Ikura"";""12 - 200 ml jars"";0",,,
"Customer;29;""Eduardo"";""Saavedra"";""Barcelona"";""Spain"";""(93) 203 4560"";""17/11/2017"";""155"";""542698"";31;5;""Ikura"";""12 - 200 ml jars"";0",,,
"Customer;5;""Christina"";""Berglund"";""LuleÃ¥"";""Sweden"";""0921-12 34 65"";""04/10/2017"";""3192","65"";""542654"";31;2;""Ikura"";""12 - 200 ml jars"";0",,
"Customer;14;""Yang"";""Wang"";""Bern"";""Switzerland"";""0452-076545"";""29/09/2017"";""2356"";""542649"";31;16;""Ikura"";""12 - 200 ml jars"";0",,,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""19/08/2017"";""496"";""542608"";24","8;20;""Ikura"";""12 - 200 ml jars"";0",,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""22/07/2017"";""531","4"";""542580"";24","8;20;""Ikura"";""12 - 200 ml jars"";0",
"Customer;7;""FrÃ©dÃ©rique"";""Citeaux"";""Strasbourg"";""France"";""88.60.15.31"";""21/07/2017"";""1838","2"";""542579"";24","8;14;""Ikura"";""12 - 200 ml jars"";0",
"Customer;10;""Elizabeth"";""Lincoln"";""Tsawassen"";""Canada"";""(604) 555-4729"";""22/05/2017"";""1832","8"";""542519"";24","8;16;""Ikura"";""12 - 200 ml jars"";0",
"Customer;46;""Carlos"";""GonzÃ¡lez"";""Barquisimeto"";""Venezuela"";""(9) 331-6954"";""20/04/2017"";""1360"";""542487"";24","8;30;""Ikura"";""12 - 200 ml jars"";0",,
"Customer;80;""Miguel"";""Angel Paolino"";""MÃ©xico D.F."";""Mexico"";""(5) 555-2933"";""29/01/2017"";""420"";""542406"";24","8;15;""Ikura"";""12 - 200 ml jars"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""26/01/2017"";""2142","4"";""542403"";24","8;24;""Ikura"";""12 - 200 ml jars"";0",
"Customer;62;""LÃºcia"";""Carvalho"";""Sao Paulo"";""Brazil"";""(11) 555-1189"";""25/01/2018"";""2896","25"";""542767"";21;10;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;6;""Hanna"";""Moos"";""Mannheim"";""Germany"";""0621-08460"";""02/01/2018"";""464"";""542744"";21;14;""Queso Cabrales"";""1 kg pkg"";0",,,
"Customer;51;""Jean"";""FresniÃ¨re"";""MontrÃ©al"";""Canada"";""(514) 555-8054"";""19/11/2017"";""2595"";""542700"";21;15;""Queso Cabrales"";""1 kg pkg"";0",,,
"Customer;7;""FrÃ©dÃ©rique"";""Citeaux"";""Strasbourg"";""France"";""88.60.15.31"";""15/11/2017"";""2040"";""542696"";21;35;""Queso Cabrales"";""1 kg pkg"";0",,,
"Customer;87;""Pirkko"";""Koskitalo"";""Oulu"";""Finland"";""981-443655)"";""02/11/2017"";""1546","3"";""542683"";21;15;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;43;""John"";""Steel"";""Walla Walla"";""USA"";""(509) 555-7969"";""25/10/2017"";""210"";""542675"";21;10;""Queso Cabrales"";""1 kg pkg"";0",,,
"Customer;39;""Philip"";""Cramer"";""Brandenburg"";""Germany"";""0555-09876"";""22/10/2017"";""493","8"";""542672"";21;15;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;3;""Antonio"";""Moreno"";""MÃ©xico D.F."";""Mexico"";""(5) 555-3932"";""15/10/2017"";""2156","5"";""542665"";21;50;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;32;""Howard"";""Snyder"";""Eugene"";""USA"";""(503) 555-7555"";""08/10/2017"";""396","2"";""542658"";21;3;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;59;""Georg"";""Pipps"";""Salzburg"";""Austria"";""6562-9722)"";""30/08/2017"";""502","2"";""542619"";16","8;15;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""27/08/2017"";""1272"";""542616"";16","8;5;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;15;""Pedro"";""Afonso"";""Sao Paulo"";""Brazil"";""(11) 555-7647"";""07/08/2017"";""216"";""542596"";16","8;10;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;66;""Maurizio"";""Moroni"";""Reggio Emilia"";""Italy"";""0522-556721"";""15/07/2017"";""537","6"";""542573"";16","8;6;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""14/07/2017"";""1792"";""542572"";16","8;30;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""06/07/2017"";""360"";""542564"";16","8;6;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""09/06/2017"";""1194"";""542537"";16","8;30;""Queso Cabrales"";""1 kg pkg"";0",,
"Customer;3;""Antonio"";""Moreno"";""MÃ©xico D.F."";""Mexico"";""(5) 555-3932"";""28/04/2017"";""403","2"";""542495"";16","8;24;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;59;""Georg"";""Pipps"";""Salzburg"";""Austria"";""6562-9722)"";""16/04/2017"";""10741","6"";""542483"";16","8;12;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""21/03/2017"";""2262","5"";""542457"";16","8;50;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;46;""Carlos"";""GonzÃ¡lez"";""Barquisimeto"";""Venezuela"";""(9) 331-6954"";""18/02/2017"";""1050","6"";""542426"";16","8;12;""Queso Cabrales"";""1 kg pkg"";0",
"Customer;85;""Paul"";""Henriot"";""Reims"";""France"";""26.47.15.10"";""01/01/2017"";""440"";""542378"";14;12;""Queso Cabrales"";""1 kg pkg"";0",,,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""21/01/2018"";""6483","05"";""542763"";38;36;""Queso Manchego La Pastora"";""10 - 500 g pkgs"";0",,
"Customer;46;""Carlos"";""GonzÃ¡lez"";""Barquisimeto"";""Venezuela"";""(9) 331-6954"";""23/10/2017"";""1770"";""542673"";38;30;""Queso Manchego La Pastora"";""10 - 500 g pkgs"";0",,,
"Customer;44;""Renate"";""Messner"";""Frankfurt a.M."";""Germany"";""069-0245984"";""16/10/2017"";""2085"";""542666"";38;15;""Queso Manchego La Pastora"";""10 - 500 g pkgs"";0",,,
"Customer;51;""Jean"";""FresniÃ¨re"";""MontrÃ©al"";""Canada"";""(514) 555-8054"";""11/07/2017"";""1078"";""542569"";30","4;15;""Queso Manchego La Pastora"";""10 - 500 g pkgs"";0",,
"Customer;87;""Pirkko"";""Koskitalo"";""Oulu"";""Finland"";""981-443655)"";""19/01/2017"";""364","8"";""542396"";30","4;12;""Queso Manchego La Pastora"";""10 - 500 g pkgs"";0",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""21/01/2018"";""6483","05"";""542763"";6;13;""Konbu"";""2 kg box"";0",,
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""01/01/2018"";""358"";""542743"";6;8;""Konbu"";""2 kg box"";0",,,
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""20/12/2017"";""2285"";""542731"";6;60;""Konbu"";""2 kg box"";0",,,
"Customer;11;""Victoria"";""Ashworth"";""London"";""UK"";""(171) 555-1212"";""19/10/2017"";""355","5"";""542669"";6;8;""Konbu"";""2 kg box"";0",,
"Customer;87;""Pirkko"";""Koskitalo"";""Oulu"";""Finland"";""981-443655)"";""06/10/2017"";""1344"";""542656"";6;10;""Konbu"";""2 kg box"";0",,,
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""18/09/2017"";""240"";""542638"";6;10;""Konbu"";""2 kg box"";0",,,
"Customer;16;""Elizabeth"";""Brown"";""London"";""UK"";""(171) 555-2282"";""03/08/2017"";""156"";""542592"";4","8;1;""Konbu"";""2 kg box"";0",,
"Customer;88;""Paula"";""Parente"";""Resende"";""Brazil"";""(14) 555-8122"";""22/06/2017"";""1897","6"";""542550"";4","8;2;""Konbu"";""2 kg box"";0",
"Customer;36;""Yoshi"";""Latimer"";""Elgin"";""USA"";""(503) 555-6874"";""27/05/2017"";""442"";""542524"";4","8;10;""Konbu"";""2 kg box"";0",,
"Customer;17;""Sven"";""Ottlieb"";""Aachen"";""Germany"";""0241-039123"";""24/05/2017"";""86","4"";""542521"";4","8;18;""Konbu"";""2 kg box"";0",
"Customer;4;""Thomas"";""Hardy"";""London"";""UK"";""(171) 555-7788"";""16/05/2017"";""899"";""542513"";4","8;20;""Konbu"";""2 kg box"";0",,
"Customer;39;""Philip"";""Cramer"";""Brandenburg"";""Germany"";""0555-09876"";""19/03/2017"";""1497"";""542455"";4","8;12;""Konbu"";""2 kg box"";0",,
"Customer;61;""Bernardo"";""Batista"";""Rio de Janeiro"";""Brazil"";""(21) 555-4252"";""13/02/2017"";""552","8"";""542421"";4","8;20;""Konbu"";""2 kg box"";0",
"Customer;80;""Miguel"";""Angel Paolino"";""MÃ©xico D.F."";""Mexico"";""(5) 555-2933"";""29/01/2017"";""420"";""542406"";4","8;10;""Konbu"";""2 kg box"";0",,
"Customer;32;""Howard"";""Snyder"";""Eugene"";""USA"";""(503) 555-7555"";""13/02/2018"";""671","35"";""542786"";23","25;3;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;2;""Ana"";""Trujillo"";""MÃ©xico D.F."";""Mexico"";""(5) 555-4729"";""13/01/2018"";""479","75"";""542755"";23","25;3;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;25;""Peter"";""Franken"";""MÃ¼nchen"";""Germany"";""089-0877310"";""11/01/2018"";""1429","75"";""542753"";23","25;21;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""29/11/2017"";""1067","1"";""542710"";23","25;15;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""20/11/2017"";""647","75"";""542701"";23","25;11;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""04/11/2017"";""3680","5"";""542685"";23","25;30;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""13/09/2017"";""2048","5"";""542633"";23","25;70;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;58;""Guillermo"";""FernÃ¡ndez"";""MÃ©xico D.F."";""Mexico"";""(5) 552-3745"";""15/08/2017"";""1249","1"";""542604"";18","6;12;""Tofu"";""40 - 100 g pkgs"";0",
"Customer;59;""Georg"";""Pipps"";""Salzburg"";""Austria"";""6562-9722)"";""29/06/2017"";""651"";""542557"";18","6;35;""Tofu"";""40 - 100 g pkgs"";0",,
"Customer;87;""Pirkko"";""Koskitalo"";""Oulu"";""Finland"";""981-443655)"";""14/06/2017"";""372"";""542542"";18","6;20;""Tofu"";""40 - 100 g pkgs"";0",,
